iso3c,year,life_expect,birth_rate,neonat_mortal_rate
DZA,1990,66.6945853658537,32.132,22.4
DZA,1992,67.2096829268293,29.351,22
DZA,1991,66.9587317073171,30.778,22.1
DZA,2000,70.1839024390244,19.57,21
DZA,2010,73.8040487804878,24.643,16.5
DZA,2011,74.07,24.921,16.2
DZA,2008,73.2193170731707,23.382,17.5
DZA,1993,67.4754878048781,27.87,21.8
DZA,2005,72.1965609756098,20.823,19.5
DZA,2006,72.5577073170732,21.659,18.8
DZA,1999,69.7629268292683,20.19,21
DZA,2014,74.8080975609756,24.309,15.6
DZA,1994,67.7755365853659,26.371,21.7
DZA,1995,68.1210731707317,24.895,21.5
DZA,1996,68.5092195121951,23.488,21.3
DZA,2002,71.0148536585366,19.293,20.7
DZA,2015,NA,NA,15.5
DZA,2004,71.8162682926829,20.113,20
DZA,2009,73.5210243902439,24.11,17
DZA,2001,70.601756097561,19.275,20.9
DZA,1997,68.9212195121951,22.202,21.1
DZA,1998,69.3409512195122,21.087,21
DZA,2012,74.3240975609756,24.946,15.9
DZA,2013,74.5689512195122,24.738,15.7
DZA,2003,71.421,19.586,20.4
ECU,2011,75.2264390243903,21.631,12.2
ECU,1998,72.3081463414634,25.941,18.5
ECU,2012,75.433,21.354,11.8
ECU,1994,70.8290487804878,27.985,21.2
ECU,1999,72.635243902439,25.424,17.9
ECU,1997,71.9643170731707,26.46,19.1
ECU,2001,73.2304390243903,24.454,16.7
ECU,2007,74.4950243902439,22.607,13.8
ECU,2008,74.6678292682927,22.382,13.4
ECU,1996,71.6047317073171,26.973,19.7
ECU,2013,75.648512195122,21.07,11.4
ECU,2015,NA,NA,10.8
ECU,1993,70.4088292682927,28.498,21.9
ECU,2010,75.0298048780488,21.897,12.6
ECU,2000,72.9441707317073,24.922,17.3
ECU,1992,69.9635853658537,29.02,22.6
ECU,2006,74.3202195121951,22.831,14.2
ECU,2004,73.9423170731707,23.343,15.1
ECU,1995,71.2268292682927,27.479,20.4
ECU,2014,75.872487804878,20.781,11.1
ECU,1990,68.9953658536586,30.077,24.2
ECU,1991,69.4932682926829,29.55,23.4
ECU,2009,74.8446097560976,22.147,13
ECU,2005,74.1379756097561,23.07,14.6
ECU,2002,73.492,24.032,16.1
ECU,2003,73.7278048780488,23.661,15.6
EST,2003,71.3170731707317,9.5,4.8
EST,2011,76.2292682926829,11.1,2.3
EST,2009,74.8243902439024,11.8,2.8
EST,2002,70.9048780487805,9.4,5.3
EST,2012,76.3268292682927,10.6,2
EST,1993,67.909756097561,10.2,12.1
EST,1997,69.809756097561,9,8.3
EST,2010,75.4292682926829,11.9,2.5
EST,2008,73.7707317073171,12,3.1
EST,2000,70.4170731707317,9.4,6.3
EST,1992,68.8634146341464,11.8,12.8
EST,2001,70.2585365853659,9.1,5.7
EST,1999,70.0634146341463,9,6.8
EST,1991,69.3731707317073,12.4,13.4
EST,2007,72.8146341463415,11.8,3.4
EST,2004,71.909756097561,10.3,4.4
EST,1990,69.4756097560976,14.2,13.8
EST,2006,72.6914634146341,11,3.7
EST,1994,66.5,9.7,11.3
EST,1996,69.6121951219512,9.4,9.3
EST,1998,69.3585365853659,8.8,7.5
EST,2013,77.1414634146341,10.3,1.8
EST,2014,77.2390243902439,10.3,1.7
EST,1995,67.5439024390244,9.4,10.3
EST,2015,NA,NA,1.5
EST,2005,72.5682926829268,10.6,4
EGY,2009,70.1501463414634,26.527,16.2
EGY,2011,70.533317073170707,27.666,14.9
EGY,2012,70.7291463414634,27.983,14.3
EGY,2010,70.3402926829268,27.146,15.5
EGY,2003,69.1094390243903,24.918,20.2
EGY,2013,70.9257804878049,28.032,13.8
EGY,1997,67.6640731707317,25.796,24.9
EGY,2008,69.9644634146341,25.928,16.9
EGY,2007,69.7822926829268,25.445,17.6
EGY,1996,67.2320975609756,26.374,25.9
EGY,2005,69.4296829268293,24.958,19
EGY,2002,68.9526585365854,24.93,20.8
EGY,1998,68.0365853658537,25.389,24
EGY,1995,66.7606829268293,27.146,26.9
EGY,2014,71.1217073170732,27.797,13.3
EGY,1991,64.9553414634146,31.967,32
EGY,2015,NA,NA,12.8
EGY,1999,68.3451463414634,25.138,23.1
EGY,2004,69.2657804878049,24.913,19.5
EGY,2000,68.590756097561,25.008,22.3
EGY,2006,69.6031951219512,25.122,18.4
EGY,1994,66.2782926829268,28.13,28.1
EGY,1993,65.8099512195122,29.296,29.4
EGY,1990,64.5490731707317,33.348,33.4
EGY,2001,68.7864390243902,24.951,21.5
EGY,1992,65.3696341463415,30.593,30.7
ERI,2013,63.1778780487805,34.8,19.2
ERI,2000,56.0250243902439,36.64,26.3
ERI,2009,60.853512195122,37.257,21.1
ERI,1990,48.2359512195122,42.972,33.6
ERI,1999,55.4116829268293,36.64,26.9
ERI,2012,62.6449756097561,35.502,19.6
ERI,1994,51.5513414634146,39.267,31.1
ERI,1996,53.2285365853659,37.711,29.5
ERI,2001,56.5827804878049,36.794,25.7
ERI,1998,54.7393414634146,36.816,27.7
ERI,2007,59.6694146341463,37.805,22.2
ERI,2008,60.2500731707317,37.604,21.6
ERI,2002,57.1028292682927,37.045,25.2
ERI,2014,63.6630243902439,34.091,18.8
ERI,2015,NA,NA,18.4
ERI,1993,50.6896829268293,40.2,31.7
ERI,2005,58.5924146341464,37.792,23.4
ERI,1997,54.0096097560976,37.173,28.6
ERI,1992,49.8400487804878,41.157,32.2
ERI,2006,59.1165609756098,37.866,22.9
ERI,2004,58.0928292682927,37.597,24.1
ERI,2010,61.4661463414634,36.773,20.5
ERI,2011,62.0693658536585,36.173,20
ERI,2003,57.6026829268293,37.329,24.7
ERI,1995,52.4046097560976,38.418,30.4
ERI,1991,49.018487804878,42.095,32.8
ESP,1994,77.9014634146342,9.4,5.6
ESP,1993,77.5465853658537,9.8,6
ESP,2002,79.5682926829268,10.1,3.9
ESP,2014,83.0780487804878,9.2,2.8
ESP,1999,78.7170731707317,9.5,4.1
ESP,2005,80.1707317073171,10.6,3.5
ESP,2001,79.3682926829268,9.9,4
ESP,2012,82.4268292682927,9.7,3
ESP,2008,81.1756097560976,11.3,3.1
ESP,2015,NA,NA,2.8
ESP,1990,76.8375609756098,10.3,7.1
ESP,2007,80.8731707317073,10.9,3.2
ESP,1991,76.9712195121951,10.2,6.7
ESP,2003,79.619512195122,10.4,3.8
ESP,2000,78.9658536585366,9.9,4
ESP,2013,83.0780487804878,9.1,2.9
ESP,1992,77.41,10.2,6.4
ESP,2004,79.8707317073171,10.6,3.7
ESP,1995,77.9807317073171,9.2,5.2
ESP,1997,78.6041463414634,9.3,4.6
ESP,1998,78.6658536585366,9.2,4.3
ESP,1996,78.1204878048781,9.2,4.9
ESP,2006,80.8219512195122,10.8,3.4
ESP,2009,81.4756097560976,10.6,3.1
ESP,2011,82.4756097560976,10.1,3
ESP,2010,81.6268292682927,10.4,3
ETH,1993,48.3477073170732,46.724,57.5
ETH,1992,47.913243902439,46.956,58.9
ETH,1995,49.305512195122,46.263,54.7
ETH,2005,56.2365609756098,38.788,40.9
ETH,1991,47.5053658536585,47.213,60
ETH,2015,NA,NA,27.7
ETH,1994,48.8132926829268,46.503,56.1
ETH,2007,58.408,36.903,37.3
ETH,2002,53.348243902439,41.851,45.9
ETH,1990,47.0995609756098,47.504,60.9
ETH,2014,64.0350243902439,32.412,28.5
ETH,2008,59.4469268292683,36.062,35.5
ETH,2003,54.2192195121951,40.838,44.4
ETH,1996,49.8099512195122,45.966,53.2
ETH,2004,55.1898292682927,39.805,42.7
ETH,2001,52.5869268292683,42.814,47.2
ETH,2000,51.9303414634146,43.69,48.4
ETH,1998,50.8302926829268,45.072,50.5
ETH,2011,62.0830243902439,34.014,31.4
ETH,2006,57.3249268292683,37.815,39
ETH,1997,50.3180487804878,45.577,51.8
ETH,2012,62.7935365853659,33.456,30.4
ETH,2013,63.4421951219512,32.925,29.3
ETH,2009,60.4157804878049,35.301,33.9
ETH,2010,61.2961219512195,34.622,32.5
ETH,1999,51.3575853658537,44.445,49.5
FIN,2006,79.2146341463415,11.2,2
FIN,2013,80.9756097560976,10.7,1.4
FIN,1995,76.409512195122,12.3,3.1
FIN,1990,74.8131707317073,13.1,3.9
FIN,2004,78.7146341463415,11,2.2
FIN,1994,76.3956097560976,12.8,3.2
FIN,2003,78.3682926829268,10.9,2.2
FIN,2010,79.8707317073171,11.4,1.7
FIN,2007,79.2634146341464,11.1,2
FIN,2008,79.5682926829268,11.2,1.9
FIN,2012,80.6268292682927,11,1.5
FIN,1999,77.2912195121951,11.1,2.6
FIN,1991,75.2275609756098,13,3.7
FIN,1992,75.4553658536585,13.2,3.6
FIN,2015,NA,NA,1.3
FIN,2002,78.119512195122,10.7,2.3
FIN,1996,76.6934146341464,11.8,2.9
FIN,2005,78.8170731707317,11,2.1
FIN,1993,75.7051219512195,12.8,3.4
FIN,2009,79.719512195122,11.3,1.8
FIN,2001,77.9658536585366,10.8,2.4
FIN,2014,81.1292682926829,10.5,1.3
FIN,2011,80.4707317073171,11.1,1.6
FIN,1998,77.0907317073171,11.1,2.7
FIN,2000,77.4658536585366,11,2.5
FIN,1997,76.8785365853659,11.5,2.8
FJI,1996,66.840243902439,26.416,14.7
FJI,1992,66.011243902439,28.184,16
FJI,1998,67.2308536585366,25.505,14.2
FJI,1991,65.7933170731707,28.54,16.5
FJI,2011,69.565,21.221,10.3
FJI,1993,66.2241463414634,27.793,15.6
FJI,2013,69.9179268292683,20.463,10
FJI,2001,67.788,24.41,13.7
FJI,1997,67.0375609756098,25.945,14.4
FJI,2012,69.7432195121951,20.846,10.2
FJI,2006,68.666512195122,22.901,11.8
FJI,1990,65.5708536585366,28.891,17
FJI,2007,68.8434146341464,22.586,11.1
FJI,2008,69.0220243902439,22.263,10.7
FJI,1994,66.4335365853659,27.362,15.2
FJI,1995,66.6389024390244,26.897,14.9
FJI,1999,67.4201219512195,25.102,14.1
FJI,2000,67.6058536585366,24.739,13.9
FJI,2002,67.9670975609756,24.103,13.5
FJI,2005,68.4917804878049,23.208,12.5
FJI,2004,68.3176829268293,23.508,12.9
FJI,2015,NA,NA,9.6
FJI,2009,69.2028536585366,21.929,10.4
FJI,2010,69.3843658536586,21.583,10.3
FJI,2014,70.0891219512195,20.075,9.8
FJI,2003,68.1431463414634,23.804,13.2
FSM,2009,68.4895365853659,24.011,21.7
FSM,2004,67.7760243902439,26.886,24
FSM,2011,68.731,23.598,20.7
FSM,1995,66.759756097561,32.149,26.1
FSM,2010,68.6122682926829,23.751,21.2
FSM,1997,66.9716097560976,31.467,26.3
FSM,2008,68.3592682926829,24.385,22.1
FSM,1999,67.1726341463415,30.513,26
FSM,1994,66.648243902439,32.443,26
FSM,2002,67.5037317073171,28.453,25
FSM,1998,67.0729024390244,31.03,26.2
FSM,2015,NA,NA,18.8
FSM,2012,68.8507073170732,23.528,20.2
FSM,2005,67.9243658536586,26.139,23.5
FSM,2006,68.0741951219512,25.461,23
FSM,2007,68.2204878048781,24.872,22.6
FSM,1992,66.4226585365854,33.096,25.9
FSM,1993,66.5357073170732,32.748,26
FSM,1996,66.8677073170732,31.834,26.3
FSM,2014,69.1010731707317,23.531,19.2
FSM,1990,66.1975853658537,34.004,26.2
FSM,2000,67.275243902439,29.906,25.7
FSM,2001,67.3842682926829,29.21,25.3
FSM,2003,67.6351463414634,27.669,24.5
FSM,2013,68.9733902439024,23.511,19.7
FSM,1991,66.3101219512195,33.505,26
FRA,1996,77.9536585365854,12.8,3.1
FRA,1997,78.3048780487805,12.7,3
FRA,2000,79.0560975609756,13.3,2.8
FRA,2001,79.1585365853659,13.1,2.7
FRA,2008,81.2146341463415,12.9,2.3
FRA,1995,77.7512195121951,12.8,3.1
FRA,2009,81.4146341463415,12.8,2.3
FRA,2010,81.6634146341463,12.9,2.3
FRA,1998,78.6048780487805,12.8,2.9
FRA,1999,78.7560975609756,12.9,2.8
FRA,1991,76.8487804878049,13.2,3.4
FRA,2011,82.1146341463415,12.7,2.2
FRA,2002,79.2609756097561,12.9,2.7
FRA,1990,76.6,13.4,3.6
FRA,2015,NA,NA,2.2
FRA,2006,80.8121951219512,13.1,2.3
FRA,2007,81.1121951219512,12.8,2.3
FRA,1994,77.6487804878049,12.5,3.1
FRA,2003,79.1146341463415,12.8,2.6
FRA,2004,80.1634146341463,12.8,2.5
FRA,1992,77.1,13.1,3.2
FRA,2012,81.9682926829268,12.6,2.2
FRA,2014,82.3731707317073,12.4,2.3
FRA,2013,82.219512195122,12.4,2.3
FRA,1993,77.3,13,3.1
FRA,2005,80.1634146341463,12.8,2.4
GAB,1998,59.9768048780488,34.079,30.1
GAB,1995,60.8291463414634,35.352,30.7
GAB,1992,61.254512195122,36.469,31.4
GAB,1993,61.1566829268293,36.113,31.2
GAB,2004,59.1737804878049,31.975,28.5
GAB,1996,60.5920975609756,34.944,30.5
GAB,1999,59.6413170731707,33.641,30
GAB,1994,61.0141951219512,35.741,31
GAB,2008,60.9491951219512,31.504,27
GAB,2009,61.5314634146342,31.418,26.4
GAB,2006,59.8870731707317,31.673,27.8
GAB,2007,60.3927804878049,31.582,27.4
GAB,2015,NA,NA,23.2
GAB,2000,59.3394878048781,33.22,29.8
GAB,2010,62.1208292682927,31.299,25.9
GAB,1997,60.3030243902439,34.517,30.3
GAB,2003,59.0190731707317,32.208,28.8
GAB,2011,62.7050975609756,31.122,25.3
GAB,2005,59.4680487804878,31.798,28.2
GAB,1990,61.2401463414634,37.113,31.7
GAB,1991,61.2916829268293,36.804,31.6
GAB,2013,63.8435853658537,30.555,24.2
GAB,2001,59.1167073170732,32.834,29.6
GAB,2014,64.3833902439024,30.166,23.8
GAB,2012,63.2807317073171,30.875,24.7
GAB,2002,59.0028048780488,32.494,29.3
GBR,1996,77.0878048780488,12.6,4
GBR,1999,77.390243902439,11.9,3.8
GBR,2000,77.7414634146342,11.5,3.8
GBR,1995,76.8365853658537,12.6,4.1
GBR,2006,79.2487804878049,12.3,3.4
GBR,2001,77.9926829268293,11.3,3.7
GBR,2012,80.9048780487805,12.8,2.8
GBR,1998,77.190243902439,12.3,3.9
GBR,2010,80.4024390243902,12.9,3
GBR,1997,77.2109756097561,12.5,3.9
GBR,2014,81.0560975609756,12,2.5
GBR,2015,NA,NA,2.4
GBR,2002,78.1439024390244,11.3,3.6
GBR,2013,81.0048780487805,12.1,2.7
GBR,1992,76.4341463414634,13.6,4.4
GBR,1993,76.3853658536585,13.2,4.3
GBR,1994,76.8853658536585,13,4.2
GBR,2005,79.0487804878049,12,3.5
GBR,2003,78.4463414634146,11.7,3.6
GBR,2007,79.4487804878049,12.6,3.3
GBR,2011,80.9512195121951,12.8,2.9
GBR,2009,80.0512195121951,12.7,3.1
GBR,1990,75.8804878048781,13.9,4.5
GBR,1991,76.0829268292683,13.8,4.4
GBR,2004,78.7463414634146,11.9,3.5
GBR,2008,79.6,12.9,3.2
GRD,2008,72.0871463414634,19.267,7
GRD,1999,70.0442926829268,19.818,7.8
GRD,2000,70.2516097560976,19.399,7.7
GRD,2001,70.4679268292683,19.087,7.6
GRD,2007,71.844756097561,19.131,7.1
GRD,1995,69.317512195122,22.397,9.3
GRD,2009,72.3300731707317,19.376,6.9
GRD,1991,68.6538048780488,27.061,12.6
GRD,1998,69.8474634146341,20.33,7.9
GRD,2012,73.0022682926829,19.414,6.5
GRD,2010,72.567512195122,19.439,6.8
GRD,2011,72.7934146341464,19.45,6.7
GRD,1990,68.4750243902439,28.415,13.2
GRD,1994,69.1541951219512,23.35,10.1
GRD,2002,70.6907317073171,18.889,7.5
GRD,1992,68.8256097560976,25.719,11.8
GRD,1993,68.9913902439024,24.466,11
GRD,2004,71.1428048780488,18.797,7.4
GRD,2006,71.6059024390244,18.989,7.2
GRD,1996,69.4863170731707,21.602,8.7
GRD,1997,69.6616341463415,20.924,8.2
GRD,2014,73.3663170731707,19.205,6.2
GRD,2005,71.3720975609756,18.868,7.3
GRD,2013,73.1935609756098,19.334,6.4
GRD,2003,70.9160243902439,18.797,7.5
GRD,2015,NA,NA,6
GEO,2010,74.0024390243902,13.999,10
GEO,1996,70.4519512195122,13.429,23.6
GEO,1999,71.3072195121951,12.17,21.8
GEO,1997,70.7147317073171,12.932,23.1
GEO,2002,72.2110731707317,11.97,18.7
GEO,1998,71.003512195122,12.506,22.4
GEO,2007,73.4210243902439,13.554,12.6
GEO,2000,71.6158292682927,11.955,21
GEO,2009,73.8154146341463,13.956,10.8
GEO,2006,73.2121463414634,13.224,13.7
GEO,2012,74.3527073170732,13.835,8.7
GEO,2008,73.6214390243902,13.806,11.6
GEO,2014,74.6686341463415,13.532,7.6
GEO,1995,70.2327317073171,13.98,23.9
GEO,2003,72.490243902439,12.178,17.4
GEO,2013,74.5139024390244,13.693,8.2
GEO,2004,72.7502926829268,12.486,16.1
GEO,2001,71.9182682926829,11.889,20
GEO,1992,69.9477317073171,15.799,24.6
GEO,1991,69.9608292682927,16.388,24.7
GEO,1993,69.9823414634146,15.185,24.5
GEO,1994,70.0756829268293,14.571,24.2
GEO,2015,NA,NA,7.2
GEO,1990,69.9996097560976,16.923,24.7
GEO,2005,72.990243902439,12.852,14.8
GEO,2011,74.1820487804878,13.947,9.3
GHA,2000,56.9870975609756,34.589,36.4
GHA,2001,57.1476097560976,34.447,35.7
GHA,1990,56.7516341463415,38.961,42.3
GHA,1992,57.4367804878049,37.911,40.7
GHA,1999,56.9537073170732,34.776,37.1
GHA,2010,60.6099756097561,33.65,31.9
GHA,1996,57.3407804878049,35.78,38.7
GHA,1997,57.164243902439,35.366,38.2
GHA,1998,57.0239268292683,35.031,37.8
GHA,2012,60.9770243902439,33.405,30.5
GHA,2009,60.3554634146342,33.675,32.4
GHA,2013,61.1420731707317,33.131,29.7
GHA,2014,61.3116341463415,32.747,29
GHA,1993,57.5798048780488,37.356,40.1
GHA,1994,57.5948292682927,36.799,39.6
GHA,2002,57.4204390243902,34.323,34.9
GHA,1991,57.1572682926829,38.449,41.4
GHA,2011,60.808,33.571,31.2
GHA,2007,59.6358536585366,33.727,33.1
GHA,1995,57.5027073170732,36.264,39.2
GHA,2006,59.1842195121951,33.805,33.4
GHA,2003,57.7851707317073,34.196,34.4
GHA,2015,NA,NA,28.3
GHA,2008,60.0304146341463,33.689,32.8
GHA,2005,58.7010487804878,33.92,33.6
GHA,2004,58.2223658536585,34.058,33.9
GIB,1992,NA,NA,NA
GIB,1990,NA,NA,NA
GIB,2001,NA,NA,NA
GIB,2015,NA,NA,NA
GIB,1994,NA,NA,NA
GIB,2004,NA,NA,NA
GIB,1993,NA,NA,NA
GIB,2014,NA,NA,NA
GIB,1998,NA,NA,NA
GIB,1999,NA,NA,NA
GIB,2000,NA,NA,NA
GIB,1991,NA,NA,NA
GIB,2002,NA,NA,NA
GIB,2008,NA,NA,NA
GIB,2003,NA,NA,NA
GIB,1996,NA,NA,NA
GIB,2005,NA,NA,NA
GIB,2013,NA,NA,NA
GIB,1995,NA,NA,NA
GIB,2011,NA,NA,NA
GIB,1997,NA,NA,NA
GIB,2009,NA,NA,NA
GIB,2006,NA,NA,NA
GIB,2012,NA,NA,NA
GIB,2010,NA,NA,NA
GIB,2007,NA,NA,NA
GRL,2005,69.2207317073171,15.6,NA
GRL,1993,65.5853658536585,21.4,NA
GRL,1991,65.0317073170732,21.5,NA
GRL,2012,71.3092682926829,13.9,NA
GRL,1990,65.0682926829268,22.6,NA
GRL,1994,65.9009756097561,20.5,NA
GRL,2015,NA,NA,NA
GRL,1992,65.1960975609756,22.4,NA
GRL,2006,69.5192682926829,14.8,NA
GRL,2013,NA,14.5,NA
GRL,2008,70.2134146341463,14.8,NA
GRL,2010,70.8570731707317,15.3,NA
GRL,1999,66.4034146341464,16.8,NA
GRL,1996,65.7673170731707,18.8,NA
GRL,2014,NA,14.3,NA
GRL,2004,68.8068292682927,15.7,NA
GRL,2003,68.4353658536586,15.5,NA
GRL,1998,66.1570731707317,17.5,NA
GRL,2007,69.9826829268293,15.1,NA
GRL,2000,66.9634146341463,15.6,NA
GRL,2009,70.4678048780488,15.9,NA
GRL,2002,68.1626829268293,16.9,NA
GRL,1997,65.7980487804878,19.6,NA
GRL,2001,67.6078048780488,16.7,NA
GRL,1995,65.6441463414634,19.7,NA
GRL,2011,71.0624390243902,14.4,NA
GMB,1993,52.9488536585366,46.76,47.5
GMB,2000,55.5760731707317,45.269,41.7
GMB,2003,57.042243902439,44.638,39.1
GMB,2004,57.4870975609756,44.421,38.4
GMB,2012,59.7781463414634,42.85,32.1
GMB,1994,53.2027804878049,46.537,46.7
GMB,1995,53.4908048780488,46.317,45.7
GMB,1991,52.4739756097561,47.221,49.8
GMB,2005,57.8920975609756,44.208,37.3
GMB,1998,54.6337073170732,45.678,43.3
GMB,2001,56.0734146341463,45.063,40.6
GMB,2002,56.567512195122,44.852,39.9
GMB,1999,55.0916097560976,45.473,42.5
GMB,1997,54.2104878048781,45.886,44.1
GMB,2006,58.2508292682927,44.009,36.2
GMB,1992,52.7114390243902,46.987,48.5
GMB,1990,52.214,47.469,50.7
GMB,2015,NA,NA,29.9
GMB,2013,59.9992682926829,42.525,31.4
GMB,2007,58.5694390243902,43.828,35.3
GMB,2014,60.2284390243902,42.138,30.7
GMB,1996,53.8280243902439,46.1,44.8
GMB,2010,59.3406097560976,43.325,33.2
GMB,2011,59.5605853658537,43.114,32.7
GMB,2009,59.1077804878049,43.5,33.9
GMB,2008,58.8530731707317,43.661,34.6
GIN,1992,51.0040975609756,45.922,60.5
GIN,1995,51.6996829268293,44.822,58.7
GIN,1997,51.6093414634146,44.008,56.2
GIN,1994,51.5875853658537,45.211,59.3
GIN,2008,54.7775853658537,39.531,36.4
GIN,1993,51.3555365853659,45.58,59.8
GIN,1999,51.3356341463415,43.183,51.1
GIN,2011,57.0005365853659,38.241,33.9
GIN,2005,52.5866097560976,40.768,40.9
GIN,2006,53.254756097561,40.36,39.4
GIN,2015,NA,NA,31.3
GIN,2003,51.6351463414634,41.575,43.3
GIN,1996,51.6978048780488,44.419,57.7
GIN,1998,51.4751707317073,43.595,54
GIN,2001,51.2461951219512,42.375,46.1
GIN,2010,56.3050487804878,38.68,34.6
GIN,2014,58.7334390243902,36.875,31.8
GIN,1991,50.5273414634146,46.232,61.6
GIN,1990,49.9188536585366,46.505,62.9
GIN,2002,51.3724146341463,41.976,44.5
GIN,2012,57.6376341463415,37.793,33.2
GIN,2009,55.5561463414634,39.109,35.3
GIN,2007,53.9994878048781,39.948,37.7
GIN,2013,58.216487804878,37.337,32.6
GIN,2004,52.0410731707317,41.173,42.1
GIN,2000,51.2429024390244,42.777,48.3
GNQ,1994,49.9253658536585,43.712,48.1
GNQ,1993,49.4835609756098,44.549,48.9
GNQ,2014,57.6470487804878,35.007,33.7
GNQ,2006,54.0765853658537,37.171,39.7
GNQ,2003,52.9896829268293,37.941,42.6
GNQ,2002,52.6863414634146,38.317,43.3
GNQ,1990,48.1895365853659,46.67,50.6
GNQ,2010,55.971,36.293,36.4
GNQ,2012,56.8902682926829,35.695,35.1
GNQ,2008,54.9863170731707,36.77,37.8
GNQ,2005,53.6745853658537,37.384,40.8
GNQ,1999,51.8089024390244,39.923,45.3
GNQ,1991,48.6059512195122,46.095,49.8
GNQ,1992,49.0414390243903,45.361,49.4
GNQ,2013,57.2908292682927,35.362,34.4
GNQ,2009,55.4771951219512,36.546,37.1
GNQ,2004,53.3157804878049,37.635,41.8
GNQ,2007,54.5163170731707,36.973,38.6
GNQ,2001,52.3968048780488,38.768,44
GNQ,1998,51.4881951219512,40.612,45.7
GNQ,1996,50.7616341463415,42.106,47
GNQ,2011,56.4468292682927,36.007,35.7
GNQ,2000,52.1086341463415,39.303,44.8
GNQ,1995,50.3548780487805,42.892,47.6
GNQ,2015,NA,NA,33.1
GNQ,1997,51.1395853658537,41.346,46.2
GRC,1998,77.8390243902439,9.4,6.6
GRC,2008,79.9390243902439,10.7,3.1
GRC,2009,80.1878048780488,10.6,3.1
GRC,1996,77.6853658536585,9.5,7.5
GRC,2012,80.6341463414634,9.1,3
GRC,1995,77.5853658536585,9.6,7.8
GRC,2007,79.4390243902439,10.1,3.2
GRC,2002,78.6414634146341,9.5,4.7
GRC,2001,78.3878048780488,9.4,5.1
GRC,2013,81.2853658536585,8.6,3
GRC,1990,76.9390243902439,10,9.5
GRC,1991,77.1365853658537,9.9,9
GRC,1992,77.3829268292683,10,8.6
GRC,1993,77.390243902439,9.7,8.4
GRC,2010,80.3878048780488,10.3,3
GRC,2005,79.2390243902439,9.8,3.6
GRC,2011,80.7317073170732,9.6,3
GRC,2000,77.8878048780488,9.6,5.6
GRC,1997,78.1365853658537,9.6,7.1
GRC,1994,77.6390243902439,9.9,8.1
GRC,1999,77.9878048780488,9.4,6.1
GRC,2014,81.2853658536585,8.5,3
GRC,2015,NA,NA,2.9
GRC,2006,79.4390243902439,10.2,3.4
GRC,2004,79.0390243902439,9.6,3.9
GRC,2003,78.8414634146341,9.6,4.3
GTM,2008,70.3281463414634,29.519,16.6
GTM,1997,66.0959024390244,36.268,23.1
GTM,2000,67.7427073170732,34.748,21
GTM,1998,66.6615609756098,35.806,22.4
GTM,2006,69.8879024390244,30.71,17.5
GTM,1999,67.2151951219512,35.301,21.6
GTM,1996,65.5272195121951,36.687,23.8
GTM,2015,NA,NA,13.4
GTM,2010,70.7754634146341,28.574,15.8
GTM,2003,69.0411951219512,32.794,19.1
GTM,2012,71.2493902439025,27.819,14.8
GTM,2009,70.5475365853659,29.016,16.2
GTM,2005,69.6459756097561,31.383,17.9
GTM,1991,62.7731219512195,38.105,28
GTM,2007,70.1107804878049,30.085,17
GTM,1993,63.8563902439024,37.642,26.3
GTM,1995,64.9629756097561,37.059,24.6
GTM,2002,68.6613658536585,33.484,19.6
GTM,2013,71.4863902439024,27.465,14.3
GTM,2011,71.0104146341463,28.182,15.3
GTM,2001,68.2274878048781,34.14,20.3
GTM,2014,71.7224146341463,27.112,13.8
GTM,1990,62.2384146341464,38.366,29
GTM,2004,69.3669024390244,32.086,18.5
GTM,1994,64.4065853658537,37.375,25.4
GTM,1992,63.311756097561,37.878,27.1
GUM,2015,NA,NA,NA
GUM,1995,73.3813170731707,23.439,NA
GUM,1993,72.8045365853659,24.076,NA
GUM,2008,77.5757317073171,18.255,NA
GUM,1992,72.5400731707317,24.526,NA
GUM,2009,77.8395609756098,17.987,NA
GUM,1996,73.6991707317073,23.206,NA
GUM,2011,78.3595853658537,17.621,NA
GUM,2007,77.3074146341463,18.586,NA
GUM,2013,78.872512195122,17.389,NA
GUM,2014,79.1260243902439,17.287,NA
GUM,2000,75.098024390243907,21.936,NA
GUM,2012,78.617512195122,17.497,NA
GUM,1991,72.2876097560976,25.055,NA
GUM,1990,72.0440975609756,25.615,NA
GUM,1994,73.0839512195122,23.718,NA
GUM,2005,76.7475365853659,19.424,NA
GUM,2006,77.0325609756098,18.977,NA
GUM,1998,74.3822926829268,22.684,NA
GUM,2010,78.1008780487805,17.778,NA
GUM,1997,74.034,22.967,NA
GUM,2001,75.452756097561,21.466,NA
GUM,1999,74.738487804878,22.343,NA
GUM,2003,76.1312682926829,20.434,NA
GUM,2004,76.4476829268293,19.916,NA
GUM,2002,75.7986585365854,20.956,NA
GNB,1998,51.1306341463415,41.691,58.3
GNB,2001,51.6018536585366,40.536,54.6
GNB,2007,52.8554634146342,39.078,49.3
GNB,1990,49.0763170731707,45.429,65.4
GNB,1996,50.777243902439,42.648,60.6
GNB,2015,NA,NA,39.7
GNB,2010,53.8143658536585,38.444,45.5
GNB,2011,54.1594146341464,38.175,44.2
GNB,1999,51.2904634146342,41.262,57.1
GNB,2000,51.4454390243902,40.876,55.7
GNB,2002,51.7637073170732,40.234,53.6
GNB,1993,50.0540487804878,44.146,63.6
