iso3c,year,life_expect,birth_rate,neonat_mortal_rate
LAO,2000,58.879243902439,31.91,43.3
LAO,2001,59.4482926829268,30.999,42.3
LAO,1992,54.5564390243903,41.745,52.2
LAO,1996,56.6568292682927,37.092,47.4
LAO,1990,53.5520731707317,42.892,54.7
LAO,1991,54.0527073170732,42.431,53.5
LAO,1995,56.1172926829268,38.47,48.6
LAO,2002,60.0218292682927,30.287,41.4
LAO,2008,63.3489024390244,28.651,35.3
LAO,1998,57.7575609756098,34.304,45.3
LAO,1999,58.3161707317073,33.027,44.4
LAO,2006,62.2886341463415,28.966,37.2
LAO,2007,62.8272682926829,28.821,36.3
LAO,2004,61.1694390243903,29.38,39.3
LAO,2011,64.7981219512195,27.8,32.7
LAO,2010,64.3336341463415,28.142,33.6
LAO,2012,65.248512195122,27.43,32
LAO,2014,66.1173658536586,26.666,30.7
LAO,2009,63.8510487804878,28.429,34.5
LAO,1994,55.5874634146342,39.735,49.8
LAO,2005,61.734512195122,29.134,38.3
LAO,1993,55.0678292682927,40.839,51
LAO,2013,65.687243902439,27.051,31.3
LAO,2003,60.5963902439024,29.753,40.3
LAO,2015,NA,NA,30.1
LBN,1999,73.9448292682927,19.383,12.6
LBN,2007,77.6159024390244,13.127,7.1
LBN,1997,72.9838780487805,20.89,14
LBN,1998,73.4614146341464,20.169,13.3
LBN,2011,78.6898536585366,13.982,5.6
LBN,2013,79.1337073170732,14.87,5.2
LBN,2000,74.4317073170732,18.53,11.8
LBN,2010,78.4653658536586,13.534,5.9
LBN,2003,75.9033170731707,15.697,9.7
LBN,1993,71.2462195121951,23.15,17.5
LBN,2008,77.9391707317073,13.047,6.6
LBN,2009,78.2194878048781,13.198,6.2
LBN,2006,77.2467073170732,13.453,7.6
LBN,2002,75.4146585365854,16.651,10.4
LBN,1991,70.5360487804878,24.12,19.6
LBN,2014,79.3730975609756,15.192,5
LBN,1996,72.5171707317073,21.543,14.8
LBN,1990,70.2211463414634,24.621,20.8
LBN,2015,NA,NA,4.8
LBN,1992,70.8767804878049,23.634,18.5
LBN,2001,74.9221463414634,17.61,11.2
LBN,1995,72.0681951219512,22.127,15.6
LBN,2005,76.8325853658537,14.021,8.3
LBN,2012,78.9084634146342,14.453,5.4
LBN,1994,71.6438780487805,22.655,16.5
LBN,2004,76.3801219512195,14.795,9
LCA,2000,71.4230487804878,19.553,11.2
LCA,2013,74.9127073170732,15.43,9.8
LCA,2014,75.0468536585366,15.168,9.5
LCA,1999,71.2761707317073,20.32,11.1
LCA,2010,74.4710975609756,16.338,10.5
LCA,1995,71.1809512195122,23.856,11.2
LCA,1996,71.1574878048781,22.947,11.1
LCA,2015,NA,NA,9.3
LCA,1994,71.2051463414634,24.761,11.5
LCA,2009,74.2660487804878,16.621,10.6
LCA,1990,71.0494390243903,28.253,12.8
LCA,1997,71.1552926829268,22.043,11
LCA,1998,71.1913658536585,21.161,11
LCA,2002,71.9248536585366,18.358,11.3
LCA,2005,72.9990731707317,17.413,11.2
LCA,2011,74.6357073170732,16.028,10.2
LCA,2001,71.6428048780488,18.895,11.3
LCA,1993,71.214512195122,25.662,11.8
LCA,2008,74.0131463414634,16.863,10.8
LCA,2006,73.3690731707317,17.236,11.1
LCA,2007,73.7118536585366,17.063,10.9
LCA,2012,74.7776341463415,15.718,10
LCA,1992,71.194512195122,26.551,12.1
LCA,2004,72.6195609756098,17.635,11.2
LCA,1991,71.1381707317073,27.42,12.4
LCA,2003,72.2547317073171,17.941,11.3
LIE,2002,79.6365853658537,11.7,NA
LIE,1993,NA,13.8,NA
LIE,1992,NA,12.7,NA
LIE,1999,79.109756097561,12.4,NA
LIE,2001,79.2756097560976,12.1,NA
LIE,1996,76.8365853658537,13.1,NA
LIE,1997,76.0463414634146,13.9,NA
LIE,1998,77.7463414634146,12.6,NA
LIE,1990,NA,13.2,NA
LIE,2000,76.8268292682927,12.9,NA
LIE,1991,NA,14.2,NA
LIE,2005,80.6682926829268,11,NA
LIE,2015,NA,NA,NA
LIE,1994,78.4219512195122,11.7,NA
LIE,2012,82.3829268292683,9.7,NA
LIE,2013,82.2609756097561,9.2,NA
LIE,2003,79.9609756097561,10.2,NA
LIE,2011,81.7926829268293,10.9,NA
LIE,1995,77.390243902439,13.8,NA
LIE,2009,81.5,11.4,NA
LIE,2014,82.2609756097561,9.9,NA
LIE,2008,82.6829268292683,9.9,NA
LIE,2006,80.9487804878049,10.3,NA
LIE,2004,81.7707317073171,10.8,NA
LIE,2010,81.8414634146342,9.1,NA
LIE,2007,81.2951219512195,10,NA
LKA,2006,74.1245365853659,18.573,8.2
LKA,1991,69.7801951219512,20.212,14.2
LKA,1990,69.6794878048781,20.624,14.3
LKA,1992,69.7964146341463,19.852,14
LKA,2008,74.2387317073171,18.18,7.2
LKA,1993,69.7167317073171,19.525,13.7
LKA,2005,73.9735609756098,18.654,8.7
LKA,2014,74.7948048780488,15.938,5.6
LKA,2001,71.8778292682927,18.506,9.8
LKA,2009,74.2802926829268,17.874,6.8
LKA,2004,73.6802926829268,18.663,9.4
LKA,2003,73.2223170731707,18.625,9.4
LKA,2011,74.4245609756098,17.112,6.1
LKA,2015,NA,NA,5.4
LKA,2002,72.6101463414634,18.566,9.6
LKA,2010,74.339243902439,17.511,6.4
LKA,2013,74.6538292682927,16.307,5.7
LKA,2007,74.1941219512195,18.415,7.7
LKA,1994,69.5659756097561,19.228,13.2
LKA,1997,69.5046585365854,18.601,11.5
LKA,1995,69.4186097560976,18.968,12.6
LKA,2000,71.1063902439025,18.465,10.1
LKA,1996,69.3727317073171,18.756,12.1
LKA,2012,74.531243902439,16.703,5.9
LKA,1999,70.4018536585366,18.462,10.5
LKA,1998,69.8506585365854,18.505,11
LBR,1992,47.8514878048781,44.48,54.3
LBR,2000,52.4091219512195,42.765,43.7
LBR,1990,47.2024390243903,45.331,57
LBR,2003,53.3286585365854,41.367,37.9
LBR,1993,48.4836585365854,44.175,52.9
LBR,2014,60.8344146341464,35.051,24.7
LBR,1991,47.4227317073171,44.869,55.5
LBR,2013,60.5203902439024,35.521,25.3
LBR,1999,52.3011707317073,43.089,45.6
LBR,1998,52.070756097561,43.335,47.4
LBR,2001,52.5334634146342,42.36,41.7
LBR,1994,49.2869512195122,43.949,52
LBR,2012,60.2043658536585,36.024,26
LBR,1996,50.979512195122,43.656,50.3
LBR,2006,56.1418780487805,39.598,32.9
LBR,2002,52.8108048780488,41.888,39.7
LBR,2005,55.0661707317073,40.214,34.5
LBR,2007,57.1911951219512,38.969,31.3
LBR,2010,59.4412926829268,37.123,27.6
LBR,2004,54.096243902439,40.806,36.2
LBR,1997,51.6333170731707,43.517,49.1
LBR,2009,58.8656585365854,37.72,28.6
LBR,2011,59.8643414634146,36.558,26.8
LBR,2015,NA,NA,24.1
LBR,2008,58.1124634146341,38.339,29.9
LBR,1995,50.1628292682927,43.786,51.1
LSO,1994,58.1802926829268,33.86,40.8
LSO,2006,44.1483414634146,28.609,34.8
LSO,1993,59.0950975609756,34.107,40.8
LSO,1998,51.0550731707317,32.571,39.2
LSO,2007,44.8822195121951,28.508,34.7
LSO,1999,49.0226097560976,32.043,38.5
LSO,1995,56.8378780487805,33.626,40.7
LSO,1992,59.5776585365854,34.408,40.8
LSO,1990,59.3310975609756,35.236,40.3
LSO,2002,44.5434878048781,30.191,36.4
LSO,2003,43.824756097561,29.637,35.9
LSO,1996,55.1069268292683,33.355,40.4
LSO,1997,53.126756097561,33.01,39.9
LSO,2009,46.6345853658537,28.543,34.7
LSO,2010,47.4834146341463,28.626,34.8
LSO,2004,43.5334634146341,29.173,35.5
LSO,2005,43.6577317073171,28.825,35.2
LSO,2001,45.6716829268293,30.808,37
LSO,2014,49.7005853658537,28.644,33.4
LSO,2015,NA,NA,32.7
LSO,1991,59.6363902439024,34.781,40.6
LSO,2012,48.836,28.753,34.3
LSO,2008,45.739243902439,28.493,34.7
LSO,2000,47.1829756097561,31.443,37.7
LSO,2011,48.219756097561,28.707,34.7
LSO,2013,49.3314634146342,28.738,33.9
LTU,2007,70.9,9.3,4.4
LTU,1990,71.1607317073171,15.4,9.5
LTU,2004,71.9609756097561,8.8,5.2
LTU,1992,70.2343902439025,14.7,12.5
LTU,1993,68.9104878048781,12.9,12.8
LTU,2006,71.0560975609756,9.1,4.8
LTU,2014,73.9658536585366,10.4,2.6
LTU,1994,68.530243902439,11.6,11.3
LTU,2003,72.0609756097561,8.8,5.2
LTU,2001,71.6585365853659,9,5.3
LTU,1999,71.5707317073171,10.3,5.8
LTU,2000,72.0195121951219,9.8,5.5
LTU,2008,71.8121951219512,9.9,4.1
LTU,2002,71.7609756097561,8.6,5.2
LTU,2013,73.9146341463415,10.1,2.7
LTU,2010,73.2682926829268,9.9,3.4
LTU,1991,70.3641463414634,15.1,11.1
LTU,1995,69.0063414634147,11.4,9.3
LTU,2012,73.8634146341464,10.2,2.9
LTU,2009,72.9146341463415,10.2,3.7
LTU,2005,71.2536585365854,8.9,5.1
LTU,2015,NA,NA,2.5
LTU,1997,70.9090243902439,10.6,6.8
LTU,1998,71.219512195122,10.4,6.2
LTU,2011,73.5634146341464,10,3.2
LTU,1996,70.1080487804878,10.8,7.8
LUX,1992,75.7707317073171,13.1,3.8
LUX,1996,76.519512195122,13.7,3
LUX,2011,80.9878048780488,10.9,1.1
LUX,1993,75.7121951219512,13.5,3.6
LUX,1995,76.5121951219512,13.3,3.2
LUX,1991,75.4634146341463,12.9,4
LUX,1999,77.7707317073171,13,2.6
LUX,1997,76.880487804878,13.1,2.8
LUX,1994,76.3707317073171,13.5,3.4
LUX,2010,80.6317073170732,11.6,1.2
LUX,2006,79.2878048780488,11.7,1.6
LUX,2007,79.3829268292683,11.4,1.5
LUX,2012,81.3926829268293,11.3,1.1
LUX,2009,80.6365853658537,11.3,1.3
LUX,2013,81.8,11.3,1
LUX,2014,82.2073170731707,10.9,1
LUX,2008,80.5390243902439,11.5,1.4
LUX,2003,77.7268292682927,11.7,2
LUX,1990,75.0104146341463,12.9,4.3
LUX,2004,79.1219512195122,11.9,1.9
LUX,2005,79.4317073170732,11.5,1.8
LUX,2000,77.8731707317073,13.1,2.4
LUX,2002,77.9658536585366,12,2.2
LUX,1998,77.0170731707317,12.7,2.7
LUX,2015,NA,NA,0.9
LUX,2001,77.8243902439025,12.4,2.3
LVA,2001,70.7609756097561,8.4,9.7
LVA,2008,72.419512195122,11.2,6.9
LVA,1999,69.7429268292683,8.1,11.5
LVA,2004,72.0268292682927,9.1,8.2
LVA,2009,73.0804878048781,10.3,6.6
LVA,2011,73.5756097560976,9.1,6
LVA,2012,73.7780487804878,9.8,5.8
LVA,2007,71.019512195122,10.9,7.2
LVA,2013,73.9829268292683,10.2,5.6
LVA,2010,73.4829268292683,9.4,6.3
LVA,1997,69.3492682926829,7.7,14
LVA,1996,68.7765853658537,8.1,15.2
LVA,1993,66.7226829268293,10.4,15.9
LVA,2002,70.9609756097561,8.7,9.1
LVA,2006,70.8658536585366,10.3,7.5
LVA,2003,71.2658536585366,9.2,8.6
LVA,2015,NA,NA,5.2
LVA,1994,65.6643902439025,9.6,16.2
LVA,1998,69.0121951219512,7.6,12.7
LVA,2014,74.1878048780488,10.9,5.4
LVA,1995,66.3912195121951,8.7,15.9
LVA,2000,70.3146341463415,8.6,10.4
LVA,2005,71.3560975609756,9.8,7.9
LVA,1990,69.2731707317073,14.2,12
LVA,1991,69.0324390243903,13.1,13.7
LVA,1992,68.3960975609756,12.1,15
LBY,2010,71.7373902439024,22.586,8.9
LBY,1995,69.9509024390244,23.385,17.9
LBY,2008,71.7873902439025,22.806,10.1
LBY,1991,68.9687317073171,27.386,20.3
LBY,1992,69.2750731707317,26.135,19.6
LBY,1993,69.5409024390244,25.033,19.1
LBY,2012,71.6495609756098,21.9,8.1
LBY,2007,71.7386341463415,22.761,10.8
LBY,2005,71.471,22.462,12.4
LBY,2009,71.7809512195122,22.754,9.5
LBY,2011,71.6832682926829,22.295,8.5
LBY,1997,70.227512195122,22.45,16.6
LBY,1990,68.6299024390244,28.726,20.9
LBY,2002,70.8855365853659,21.92,14.2
LBY,2003,71.0743414634146,22.069,13.7
LBY,1994,69.7656829268293,24.112,18.5
LBY,2006,71.6310487804878,22.638,11.7
LBY,2013,71.6576829268293,21.425,7.8
LBY,2014,71.7161219512195,20.887,7.5
LBY,1996,70.1010243902439,22.845,17.2
LBY,2000,70.5725365853659,21.859,15.1
LBY,2001,70.7167804878049,21.845,14.7
LBY,2015,NA,NA,7.2
LBY,1999,70.4518536585366,21.967,15.6
LBY,2004,71.2768048780488,22.261,13.1
LBY,1998,70.3418048780488,22.163,16.1
MAR,1997,67.4711951219512,23.599,30.1
MAR,1992,65.6723170731707,27.749,34.7
MAR,1999,68.139243902439,22.157,28.3
MAR,1996,67.1490975609756,24.411,31.1
MAR,2009,72.1482195121951,21.069,21.9
MAR,1993,66.0938048780488,26.929,33.9
MAR,1994,66.4725853658537,26.094,33
MAR,2011,72.9854390243902,21.245,20.3
MAR,1998,67.7989268292683,22.841,29.2
MAR,2010,72.5769268292683,21.2,21.1
MAR,2006,70.8524390243903,20.546,23.8
MAR,1990,64.6804878048781,29.365,36.5
MAR,1991,65.2030975609756,28.553,35.6
MAR,2005,70.4398292682927,20.453,24.3
MAR,2000,68.4976097560976,21.573,27.5
MAR,2007,71.2776341463415,20.703,23.2
MAR,1995,66.8206829268293,25.251,32.1
MAR,2012,73.3646585365854,21.187,19.6
MAR,2004,70.0388292682927,20.454,24.9
MAR,2001,68.872,21.112,26.9
MAR,2003,69.6453658536585,20.56,25.5
MAR,2002,69.2564146341464,20.776,26.2
MAR,2014,74.0160975609756,20.75,18.2
MAR,2015,NA,NA,17.6
MAR,2008,71.7114146341464,20.889,22.6
MAR,2013,73.7090487804878,21.023,18.9
MCO,1994,NA,NA,3.5
MCO,2007,NA,NA,2.3
MCO,1995,NA,NA,3.4
MCO,1991,NA,NA,4
MCO,2006,NA,NA,2.4
MCO,2008,NA,NA,2.3
MCO,1992,NA,NA,3.8
MCO,2009,NA,NA,2.2
MCO,1996,NA,NA,3.2
MCO,1997,NA,NA,3.1
MCO,1998,NA,NA,3
MCO,1999,NA,NA,2.9
MCO,2001,NA,NA,2.7
MCO,1990,NA,NA,4.2
MCO,2003,NA,NA,2.5
MCO,2004,NA,25,2.5
MCO,2005,NA,NA,2.4
MCO,2015,NA,NA,1.9
MCO,2010,NA,NA,2.2
MCO,2011,NA,NA,2.1
MCO,1993,NA,NA,3.7
MCO,2013,NA,NA,2
MCO,2002,NA,NA,2.6
MCO,2000,NA,NA,2.8
MCO,2012,NA,NA,2.1
MCO,2014,NA,NA,2
MDA,1997,66.5950975609756,13,23.3
MDA,2015,NA,NA,11.9
MDA,1998,66.6303170731707,12.426,23.1
MDA,1999,66.7347804878049,11.846,22.3
MDA,1996,66.6290975609756,13.565,23
MDA,1993,67.0670487804878,15.607,20.4
MDA,1994,66.8833414634146,14.82,21.4
MDA,1995,66.7278292682927,14.153,22.3
MDA,2011,70.2710975609756,11.031,12.8
MDA,2014,71.4558780487805,10.725,12.1
MDA,2013,71.1720487804878,10.859,12.4
MDA,2012,70.7724878048781,10.962,12.6
MDA,2003,67.3873902439025,10.306,15.6
MDA,2000,66.8900243902439,11.298,20.7
MDA,2001,67.0660731707317,10.832,18.9
MDA,2002,67.2363902439024,10.494,17.1
MDA,2006,67.8959024390244,10.512,13.3
MDA,2007,68.2099024390244,10.704,13.2
MDA,1991,67.3923170731707,17.529,18.9
MDA,1992,67.2454146341463,16.519,19.6
MDA,2010,69.7092682926829,11.049,12.9
MDA,2005,67.6780731707317,10.347,13.8
MDA,2008,68.6300243902439,10.875,13.1
MDA,2009,69.1432926829268,10.996,13
MDA,1990,67.4656585365854,18.573,18.6
MDA,2004,67.524512195122,10.265,14.5
MNE,1990,74.4433658536585,16.487,10.9
MNE,1991,74.5104146341464,16.182,10.4
MNE,1993,74.4086097560976,15.532,10
MNE,1994,74.2422195121951,15.193,9.9
MNE,1998,73.3638536585366,14.032,9.5
MNE,1992,74.5006585365854,15.864,10.1
MNE,2000,73.1820487804878,13.692,9
MNE,1997,73.5490487804878,14.269,9.7
MNE,2002,73.2390487804878,13.51,8.3
MNE,1999,73.2386341463415,13.839,9.3
MNE,2003,73.3211707317073,13.447,7.8
MNE,2001,73.1879268292683,13.586,8.7
MNE,2004,73.4337804878049,13.386,7.4
MNE,2009,74.6878292682927,12.713,5
MNE,1995,74.0222195121951,14.86,9.8
MNE,2011,75.3913170731707,12.257,4.1
MNE,2008,74.3454390243903,12.911,5.4
MNE,2013,75.9701951219512,11.808,3.5
MNE,2010,75.0452926829268,12.491,4.5
MNE,2005,73.5842926829268,13.312,6.8
MNE,2012,75.7050731707317,12.025,3.8
MNE,2007,74.0406341463415,13.077,5.9
MNE,2014,76.1807073170732,11.612,3.3
MNE,1996,73.7787804878049,14.548,9.8
MNE,2015,NA,NA,3.1
MNE,2006,73.785512195122,13.211,6.4
MAF,2001,77.1707317073171,17.3,NA
MAF,2000,76.9707317073171,17.4,NA
MAF,2014,79.3219512195122,15.7,NA
MAF,1999,76.7707317073171,17.6,NA
MAF,2012,79.0219512195122,16.3,NA
MAF,2008,78.3707317073171,17.2,NA
MAF,2009,78.5707317073171,17,NA
MAF,1998,76.5707317073171,17.9,NA
MAF,2007,78.2219512195122,17.4,NA
MAF,1997,76.3707317073171,18.4,NA
MAF,2004,77.7219512195122,17.4,NA
MAF,2010,78.7219512195122,16.8,NA
MAF,2011,78.8707317073171,16.6,NA
MAF,2003,77.5707317073171,17.3,NA
MAF,1992,75.4243902439025,22.2,NA
MAF,1993,75.5731707317073,20.7,NA
MAF,2002,77.3707317073171,17.3,NA
MAF,1991,75.9243902439025,23.8,NA
MAF,2015,NA,NA,NA
MAF,2013,79.1707317073171,16,NA
MAF,1995,75.9707317073171,19.5,NA
MAF,1996,76.1707317073171,18.9,NA
MAF,1994,75.8219512195122,20.1,NA
MAF,2005,77.8707317073171,17.5,NA
MAF,2006,78.0707317073171,17.5,NA
MAF,1990,74.5219512195122,24.9,NA
MDG,2001,59.1136097560976,40.375,30.6
MDG,2013,64.6739024390244,34.686,20.5
MDG,2014,65.0856097560976,34.456,20.1
MDG,2015,NA,NA,19.7
MDG,2000,58.4728048780488,41.123,31.7
MDG,1995,54.6140487804878,44.09,37.1
MDG,1996,55.427,43.649,36.2
MDG,1997,56.233512195122,43.124,35.2
MDG,1999,57.7717317073171,41.845,32.9
MDG,2010,63.3617317073171,35.454,22.3
MDG,2009,62.9181707317073,35.777,22.9
MDG,2011,63.8074146341464,35.173,21.7
MDG,1994,53.8072926829268,44.457,37.9
MDG,2002,59.6991707317073,39.626,29.5
MDG,1990,51.0080975609756,45.292,40.2
MDG,1992,52.2801219512195,45.017,39.1
MDG,2012,64.2466585365854,34.921,21.1
MDG,1993,53.0228048780488,44.764,38.5
MDG,2005,61.1872926829268,37.602,26.4
MDG,2006,61.6243658536585,37.055,25.5
MDG,2007,62.053,36.574,24.6
MDG,1998,57.0204390243902,42.518,34.1
MDG,2008,62.482756097561,36.149,23.7
MDG,2003,60.235512195122,38.901,28.4
MDG,1991,51.598243902439,45.208,39.6
MDG,2004,60.7287073170732,38.221,27.4
MHL,2002,NA,NA,18.4
MHL,2001,NA,NA,18.5
MHL,1992,NA,NA,18.7
MHL,2003,NA,NA,18.2
MHL,1990,NA,NA,19.7
MHL,1996,NA,26.1,17.7
MHL,1997,NA,NA,17.9
MHL,1998,NA,NA,18.2
MHL,1999,67.5048780487805,41.8,18.4
MHL,2000,65.2390243902439,NA,18.5
MHL,1991,NA,NA,19.2
MHL,2005,NA,35,18.1
MHL,1994,NA,NA,17.9
MHL,1995,NA,NA,17.7
MHL,2013,NA,NA,17.2
MHL,2014,NA,NA,17
MHL,2015,NA,NA,16.7
MHL,2012,NA,NA,17.5
MHL,1993,NA,NA,18.2
MHL,2009,NA,NA,17.8
MHL,2004,NA,NA,18.1
MHL,2011,NA,31.2327515654441,17.6
MHL,2007,NA,35,17.9
MHL,2010,NA,NA,17.7
MHL,2008,NA,NA,17.9
MHL,2006,NA,35,18
MKD,1992,71.4947317073171,17.018,15.6
MKD,1991,71.3256585365854,17.445,16.4
MKD,1993,71.6709268292683,16.551,14.6
MKD,2009,74.5789512195122,11.084,7.3
MKD,2008,74.4463902439024,11.141,7.9
MKD,2007,74.3229512195122,11.264,8.4
MKD,1994,71.8603170731707,16.049,13.6
MKD,2005,74.0889024390244,11.706,8.9
MKD,1990,71.1476341463415,17.84,17.3
MKD,2010,74.7226341463415,11.083,6.5
MKD,2006,74.2067317073171,11.455,8.7
MKD,2012,75.0312682926829,11.175,4.8
MKD,1997,72.5291463414634,14.517,10.9
MKD,2015,NA,NA,3.5
MKD,2003,73.815512195122,12.316,8.5
MKD,2004,73.960756097561,12,8.8
MKD,2013,75.1870487804878,11.222,4.2
MKD,2014,75.3423902439024,11.253,3.8
MKD,1995,72.0668048780488,15.529,12.6
MKD,2011,74.874512195122,11.121,5.6
MKD,1996,72.2922926829268,15.011,11.6
MKD,2000,73.2421951219512,13.297,9.2
MKD,1998,72.7703414634146,14.064,10.3
MKD,1999,73.0104634146341,13.659,9.7
MKD,2002,73.6473414634146,12.637,8.5
MKD,2001,73.455756097561,12.961,8.7
MLI,1990,46.4647073170732,48.704,73.1
MLI,1993,47.3422926829268,48.71,68.9
MLI,1995,47.6549756097561,48.621,66.5
MLI,1992,47.1234634146342,48.724,69.8
MLI,2003,50.8598048780488,48.295,50.6
MLI,2000,48.8964390243903,48.466,56.8
MLI,1991,46.836512195122,48.719,71.4
MLI,1994,47.5116097560976,48.673,67.8
MLI,2004,51.7010731707317,48.145,49.2
MLI,2013,57.5351951219512,44.138,39.4
MLI,2001,49.435243902439,48.442,54.4
MLI,2002,50.0963658536585,48.391,52.3
MLI,2015,NA,NA,37.8
MLI,2006,53.4468048780488,47.641,46.4
MLI,1999,48.489,48.479,59.1
MLI,2007,54.2619268292683,47.287,45.1
MLI,2005,52.5797073170732,47.929,47.7
MLI,1998,48.1894878048781,48.495,61.1
MLI,2009,55.6334390243902,46.409,43
MLI,2011,56.6546829268293,45.338,41.1
MLI,1997,47.9664634146342,48.522,63
MLI,2012,57.095,44.748,40.2
MLI,2008,54.9951463414634,46.875,43.9
MLI,2010,56.1798048780488,45.895,42.1
MLI,2014,57.9862682926829,43.52,38.6
MLI,1996,47.7974634146342,48.566,64.8
MMR,2006,63.824243902439,22.189,32.8
MMR,1994,60.0770487804878,24.974,43.4
MMR,1999,61.7489756097561,24.38,38.3
MMR,1993,59.7391707317073,25.323,44.3
MMR,1998,61.4144390243902,24.415,39.3
MMR,1992,59.3963170731707,25.769,45.2
MMR,2002,62.7073170731707,23.985,35.6
MMR,1995,60.4114390243902,24.719,42.3
MMR,2005,63.5552682926829,22.779,33.5
MMR,1997,61.0799024390244,24.464,40.2
MMR,2009,64.6435609756098,20.223,30.5
MMR,2003,63.0020731707317,23.682,34.9
MMR,1996,60.7459024390244,24.556,41.2
MMR,1990,58.6941707317073,26.986,46.6
MMR,2001,62.3989512195122,24.193,36.5
MMR,2013,65.6540975609756,18.119,27.7
MMR,1991,59.0484878048781,26.317,46
MMR,2008,64.3676097560976,20.88,31.7
MMR,2012,65.4277804878049,18.543,28.4
MMR,2015,NA,NA,26.4
MMR,2000,62.078,24.318,37.3
MMR,2007,64.0936829268293,21.544,32.1
MMR,2004,63.2832195121951,23.28,34.2
MMR,2014,65.8578536585366,17.769,27
MMR,2010,64.9174878048781,19.601,29.7
MMR,2011,65.1809024390244,19.038,29
MNG,2008,66.5599268292683,22.576,17.2
MNG,1995,61.2105853658537,23.842,30.9
MNG,1991,60.488243902439,30.44,31.9
MNG,1994,61.0155853658537,25.266,31.4
MNG,2005,65.1669268292683,20.223,20.1
MNG,1993,60.8431951219512,26.874,31.7
MNG,2014,69.4639024390244,23.949,11.7
MNG,2006,65.6060975609756,20.959,19.2
MNG,2009,67.0768048780488,23.311,16
MNG,2007,66.0681707317073,21.769,18.2
MNG,1990,60.267756097561,32.225,31.8
MNG,2001,63.3763658536585,19.035,24.6
MNG,1992,60.6723658536585,28.621,31.8
MNG,2003,64.2962682926829,19.209,22.3
MNG,2002,63.8418292682927,19.001,23.5
MNG,2011,68.1225365853659,24.252,13.9
MNG,2015,NA,NA,11.1
MNG,2004,64.7349512195122,19.627,21.2
MNG,2010,67.6038292682927,23.892,14.9
MNG,2000,62.9138780487805,19.327,25.7
MNG,1996,61.4480487804878,22.609,30
MNG,1999,62.475756097561,19.869,26.8
MNG,1997,61.7364634146342,21.539,29
MNG,2012,68.613512195122,24.378,13
MNG,2013,69.0618048780488,24.275,12.3
MNG,1998,62.0795365853659,20.619,27.9
MAC,1997,76.962756097561,11.47,NA
MAC,1992,75.7796097560976,16.695,NA
MAC,2011,79.906243902439,10.501,NA
MAC,1993,76.0244146341464,15.441,NA
MAC,1994,76.265243902439,14.294,NA
MAC,1996,76.7344146341463,12.345,NA
MAC,1999,77.4069756097561,9.804,NA
MAC,2012,80.1231707317073,10.913,NA
MAC,2008,79.2646097560976,8.999,NA
MAC,1995,76.5020731707317,13.269,NA
MAC,1991,75.5307804878049,17.999,NA
MAC,2007,79.056243902439,8.511,NA
MAC,2015,NA,NA,NA
MAC,1990,75.2769756097561,19.272,NA
MAC,2010,79.6903902439024,10.032,NA
MAC,2014,80.5530975609756,11.514,NA
MAC,2005,78.6490243902439,7.806,NA
MAC,2009,79.4761707317073,9.52,NA
MAC,2013,80.3391463414634,11.256,NA
MAC,2004,78.4481219512195,7.688,NA
MAC,1998,77.1866097560976,10.617,NA
MAC,2006,78.8515609756098,8.096,NA
MAC,2003,78.2462926829268,7.757,NA
MAC,2001,77.8346585365854,8.46,NA
MAC,2002,78.0419756097561,8.016,NA
MAC,2000,77.6228292682927,9.069,NA
MNP,2013,NA,NA,NA
MNP,2011,NA,NA,NA
MNP,2001,NA,NA,NA
MNP,1997,NA,NA,NA
MNP,2009,NA,NA,NA
MNP,1999,NA,NA,NA
MNP,2012,NA,NA,NA
MNP,2004,NA,NA,NA
MNP,2000,NA,NA,NA
MNP,2002,NA,NA,NA
MNP,1998,NA,NA,NA
MNP,2007,NA,NA,NA
MNP,2008,NA,NA,NA
MNP,1994,NA,NA,NA
MNP,2010,NA,NA,NA
MNP,1996,NA,NA,NA
MNP,2014,NA,NA,NA
MNP,2005,NA,NA,NA
MNP,2006,NA,NA,NA
MNP,2003,NA,NA,NA
MNP,1995,NA,NA,NA
MNP,2015,NA,NA,NA
MNP,1993,NA,NA,NA
MNP,1991,NA,NA,NA
MNP,1992,NA,NA,NA
MNP,1990,NA,NA,NA
MRT,1994,59.1883902439024,39.75,44.3
MRT,2009,61.7107317073171,35.402,39.9
MRT,2011,62.2924878048781,34.612,38.3
MRT,1995,59.3794878048781,39.497,44.3
MRT,1991,58.576756097561,40.466,45.2
MRT,1992,58.7860487804878,40.236,44.7
MRT,2010,62.0061707317073,35.012,39.1
MRT,2007,61.1397317073171,36.146,41.1
MRT,2006,60.883756097561,36.495,41.8
MRT,2008,61.4177317073171,35.781,40.5
MRT,2015,NA,NA,35.7
MRT,1996,59.5530975609756,39.242,44.2
MRT,2012,62.5601707317073,34.207,37.7
MRT,1990,58.3588048780488,40.683,45.9
MRT,2002,60.2044390243902,37.705,42.6
MRT,1993,58.989243902439,39.997,44.3
MRT,2005,60.6603658536585,36.825,42.1
MRT,2004,60.4750975609756,37.135,42.4
MRT,2013,62.8027073170732,33.801,36.9
MRT,2014,63.0165853658537,33.399,36.3
MRT,1999,59.9278780487805,38.482,43.3
MRT,1997,59.7022682926829,38.987,44
MRT,2001,60.1050731707317,37.971,42.7
MRT,1998,59.825512195122,38.734,43.7
